Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
23,2/24/12,31.12,3.751,18500.67,10478.33,NA,7541.62,7320.47,137.3411034,4.261,FALSE
23,3/2/12,25.91,3.827,29917.01,4311.34,32.93,23421.73,2723,137.4238966,4.261,FALSE
23,3/9/12,33.11,3.876,8575.57,1125.61,5.08,4365.63,2742.87,137.5066897,4.261,FALSE
23,3/16/12,41.19,3.867,5739.62,110.48,6.03,3380.28,838.7,137.5843871,4.261,FALSE
23,3/23/12,57.82,3.889,3502.06,72.5,6.97,276.39,1541.93,137.6552903,4.261,FALSE
23,3/30/12,36.71,3.921,8920.01,116.41,7.09,1010.3,3025.4,137.7261935,4.261,FALSE
23,4/6/12,37.43,3.957,8261.41,NA,60,3647.54,3494.82,137.7970968,4.125,FALSE
23,4/13/12,41.81,4.025,4460.9,4852.66,25.17,2064.48,1879.86,137.868,4.125,FALSE
23,4/20/12,56.55,4.046,2438.53,6551.03,30.84,502.31,4874.16,137.9230667,4.125,FALSE
23,4/27/12,44.62,4.023,2622.72,1325.48,27.04,2,2132.69,137.9781333,4.125,FALSE
23,5/4/12,45.88,3.991,9941.93,NA,99.93,4899.79,2841.41,138.0332,4.125,FALSE
23,5/11/12,52.9,3.947,8839.9,NA,58.82,1419.42,2237.57,138.0882667,4.125,FALSE
23,5/18/12,58.42,3.899,9364.2,NA,104.01,516.81,1374.13,138.1065806,4.125,FALSE
23,5/25/12,66.43,3.85,7101.14,NA,246.45,1017.09,2752.95,138.1101935,4.125,FALSE
23,6/1/12,66.22,3.798,4238.85,92.2,61.64,1401.23,2312.38,138.1138065,4.125,FALSE
23,6/8/12,56.82,3.746,7565.4,503.4,220.02,2581.42,6208.43,138.1174194,4.125,FALSE
23,6/15/12,64.73,3.683,4810.62,442.3,41.03,1361.6,2213.38,138.1295333,4.125,FALSE
23,6/22/12,71.82,3.629,5810.83,658.1,8.28,2064.37,5454.93,138.1629,4.125,FALSE
23,6/29/12,64.23,3.577,2621.06,199.8,NA,343.88,1888.97,138.1962667,4.125,FALSE
23,7/6/12,70.86,3.538,6918.05,103.8,26.79,6112.89,5184.17,138.2296333,4.156,FALSE
23,7/13/12,69.19,3.561,4159.57,99.3,0.47,3148.73,1106.63,138.263,4.156,FALSE
23,7/20/12,71.13,3.61,2538.45,5.7,38.15,437.8,1377.22,138.2331935,4.156,FALSE
23,7/27/12,69.31,3.701,3050.22,205.08,7.05,3797.44,3275.95,138.2033871,4.156,FALSE
23,8/3/12,71.51,3.698,2030.27,77.84,25.26,1810.24,1863.72,138.1735806,4.156,FALSE
23,8/10/12,71.12,3.772,23983.92,144.9,106.86,13110.54,4860.8,138.1437742,4.156,FALSE
23,8/17/12,69.97,3.84,2665.76,33.79,50.4,1135.93,3513.48,138.1857097,4.156,FALSE
23,8/24/12,64.63,3.874,3082.87,134.11,55,5325.05,5906.69,138.2814516,4.156,FALSE
23,8/31/12,68.34,3.884,17318.35,23.29,118.36,4812.58,3030.79,138.3771935,4.156,FALSE
23,9/7/12,66.74,3.921,13578.43,91.22,85.23,1288.27,4827.11,138.4729355,4.156,TRUE
23,9/14/12,61.37,3.988,5186.12,NA,21.5,990.89,7934.73,138.5673,4.156,FALSE
23,9/21/12,56.8,4.056,7503.68,200.82,10.5,1993.04,6412.69,138.6534,4.156,FALSE
23,9/28/12,53.71,4.018,4330.13,60.55,4.72,2646.89,3369.45,138.7395,4.156,FALSE
23,10/5/12,56.65,4.027,5347.45,NA,6.73,2506.49,3127.25,138.8256,4.145,FALSE
23,10/12/12,48.1,4.029,1557.1,NA,1.12,998.46,5518.58,138.9117,4.145,FALSE
23,10/19/12,47.89,4,1134.33,NA,2.15,625.26,1894.98,138.8336129,4.145,FALSE
23,10/26/12,50.56,3.917,4782.75,124.72,118.91,1316.96,738.09,138.7281613,4.145,FALSE
23,11/2/12,51.88,3.817,10193.06,15530.99,101.46,7331.85,3121.88,138.6227097,4.145,FALSE
23,11/9/12,33.21,3.792,6666.07,12333.44,55.46,378.43,1535.97,138.5172581,4.145,FALSE
23,11/16/12,39.49,3.754,12248.53,2087.92,97.9,924.92,4618.61,138.4473,4.145,FALSE
23,11/23/12,33.44,3.727,1175.67,4.55,130129.11,479.96,2481.14,138.4246667,4.145,TRUE
23,11/30/12,28.25,3.713,3561.58,NA,6164.44,118.48,6845.64,138.4020333,4.145,FALSE
23,12/7/12,35.02,3.679,9753.23,NA,368,2161.12,15793.3,138.3794,4.145,FALSE
23,12/14/12,33.4,3.639,3274.65,NA,566,4.88,965.77,138.3685484,4.145,FALSE
23,12/21/12,31.44,3.574,3950.75,91.42,319.49,6,2045.31,138.4283871,4.145,FALSE
23,12/28/12,22.04,3.56,13285.54,28922.45,274.02,143.69,1233.63,138.4882258,4.145,TRUE
24,1/6/12,32.86,3.585,7325.68,25367.9,203.51,1745.2,3261.35,136.698129,8.659,FALSE
24,1/13/12,36.5,3.666,3545.34,8743.62,127.43,819.74,4434.08,136.753,8.659,FALSE
24,1/20/12,25.73,3.705,2809.05,7169.67,171.45,730.64,3663.25,136.8564194,8.659,FALSE
24,1/27/12,31.92,3.737,755.78,4142.75,190.3,90.5,2594.66,136.9598387,8.659,FALSE
24,2/3/12,38.61,3.796,65021.23,4189.09,254.01,47452.43,7146.25,137.0632581,8.659,FALSE
24,2/10/12,33.82,3.826,11788.06,6777.04,73.29,11571.69,4451.85,137.1666774,8.659,TRUE
24,2/17/12,33.92,3.874,12244.57,10925.86,25.52,15725.51,5533.12,137.2583103,8.659,FALSE
24,2/24/12,37.35,3.917,10065.77,10556.73,2.2,6791.1,9440.12,137.3411034,8.659,FALSE
24,3/2/12,35.36,3.983,5903.53,3495.48,18.15,110.37,3688.64,137.4238966,8.659,FALSE
24,3/9/12,41.5,4.021,21306.54,1190.23,2.49,34839.93,3932.94,137.5066897,8.659,FALSE
24,3/16/12,48.68,4.021,10310.26,920.9,1.02,3250.66,1844.03,137.5843871,8.659,FALSE
24,3/23/12,59.51,4.054,5283.83,652.04,3.4,552.16,3402.95,137.6552903,8.659,FALSE
24,3/30/12,47.28,4.098,11314.86,475.99,4,5456.51,1749.37,137.7261935,8.659,FALSE
24,4/6/12,45.25,4.143,24195.01,NA,59.68,3082.34,5170.39,137.7970968,8.983,FALSE
24,4/13/12,48.65,4.187,4765.31,5896.55,57.4,1204.7,3980.37,137.868,8.983,FALSE
24,4/20/12,61.05,4.17,10959.96,3425.69,79.48,1682.87,4506.82,137.9230667,8.983,FALSE
24,4/27/12,49.26,4.163,12968.26,729.55,39.25,1121.45,15101.9,137.9781333,8.983,FALSE
24,5/4/12,52.14,4.124,19129.69,192,195.04,5860.88,4953.15,138.0332,8.983,FALSE
24,5/11/12,58.7,4.055,6503.15,-192,97.28,1798.06,1286.62,138.0882667,8.983,FALSE
24,5/18/12,63.1,4.029,5955.53,NA,187,1529.05,4424.94,138.1065806,8.983,FALSE
24,5/25/12,65.79,3.979,15776.58,NA,624.13,3992.12,3763.4,138.1101935,8.983,FALSE
24,6/1/12,71.79,3.915,5320.71,42.2,204.43,883.54,2374.74,138.1138065,8.983,FALSE
24,6/8/12,59.93,3.871,15742.14,250.6,35.76,3050.95,7604.47,138.1174194,8.983,FALSE
24,6/15/12,68.28,3.786,11618.99,217.9,9.33,2449.86,5633.09,138.1295333,8.983,FALSE
24,6/22/12,72.29,3.722,8790.16,749.1,30.57,4434.39,7308.24,138.1629,8.983,FALSE
24,6/29/12,70.4,3.667,5708.44,329.3,NA,1310.41,4292.22,138.1962667,8.983,FALSE
24,7/6/12,77.18,3.646,2920.43,559.3,181.49,1218.55,3889.14,138.2296333,8.953,FALSE
24,7/13/12,75.36,3.689,7991.43,136.9,111.69,5852.88,4022.09,138.263,8.953,FALSE
24,7/20/12,76.42,3.732,571.85,126.88,145.72,614.55,1867.65,138.2331935,8.953,FALSE
24,7/27/12,73.62,3.82,4638.37,501.84,15.86,4124.82,4218.24,138.2033871,8.953,FALSE
24,8/3/12,73.26,3.819,11887.54,557.1,138.39,9345.76,2781.67,138.1735806,8.953,FALSE
24,8/10/12,75.53,3.863,37938.11,798.52,178.81,12823.7,5682.73,138.1437742,8.953,FALSE
24,8/17/12,72.87,3.963,4703.02,262.05,9.3,4744.01,1858.94,138.1857097,8.953,FALSE
24,8/24/12,68.13,3.997,8778.19,280.89,91.01,8868.81,3798.51,138.2814516,8.953,FALSE
24,8/31/12,71.18,4.026,34000.98,79.5,69.24,8772.12,4937.68,138.3771935,8.953,FALSE
24,9/7/12,72.81,4.076,15092.87,60.92,89.01,2756.36,4563.61,138.4729355,8.953,TRUE
24,9/14/12,64.28,4.088,8179.55,1,30.77,1838.92,3353.34,138.5673,8.953,FALSE
24,9/21/12,61.25,4.203,11768.07,1.91,56.98,873.12,6190.47,138.6534,8.953,FALSE
24,9/28/12,58.86,4.158,11941.13,15.28,21.76,984.11,7013.13,138.7395,8.953,FALSE
24,10/5/12,60.35,4.151,10349,NA,16.05,5824.86,2770.76,138.8256,8.693,FALSE
24,10/12/12,51.64,4.186,5138.51,NA,141.88,407.81,3284.69,138.9117,8.693,FALSE
24,10/19/12,52.59,4.153,3446.7,NA,101,111.46,5963.01,138.8336129,8.693,FALSE
24,10/26/12,55.16,4.071,10844.38,104.16,105.09,1795.68,3059.8,138.7281613,8.693,FALSE
24,11/2/12,52.73,3.97,8313.92,11811.73,63.68,3537.32,4877.52,138.6227097,8.693,FALSE
24,11/9/12,38.21,3.947,8076.39,5372.88,9.64,2701.13,3827.64,138.5172581,8.693,FALSE
24,11/16/12,44,3.942,8149.83,130.3,56.52,1211.08,5557.03,138.4473,8.693,FALSE
24,11/23/12,35.83,3.978,3652.05,0.01,79498.33,557.88,1721.64,138.4246667,8.693,TRUE
24,11/30/12,35.7,3.966,3750.57,NA,5377.51,424.97,5694.17,138.4020333,8.693,FALSE
24,12/7/12,38.41,3.92,9746.87,NA,256.91,2952.39,15937.45,138.3794,8.693,FALSE
24,12/14/12,37.88,3.869,3044.95,NA,94,461.87,3190.09,138.3685484,8.693,FALSE
24,12/21/12,38.07,3.816,5534.28,97.5,83.27,123.39,1423.9,138.4283871,8.693,FALSE
24,12/28/12,31.85,3.785,13207.59,24639.5,242.13,283.98,1952.87,138.4882258,8.693,TRUE
25,1/6/12,30.23,3.422,8642.2,26833.97,25.94,1092.98,3714.33,212.5711125,6.961,FALSE
25,1/13/12,34.6,3.513,2459.51,10718.26,0.92,506.45,3277.12,212.7386486,6.961,FALSE
25,1/20/12,23.87,3.533,577.2,3417.28,4,5.85,1684.31,212.8336399,6.961,FALSE
25,1/27/12,32.24,3.567,2683.99,2193.97,NA,901.08,2783.8,212.9286312,6.961,FALSE
25,2/3/12,34.98,3.617,38223.59,4566.23,21.92,42448.94,5621.09,213.0236225,6.961,FALSE
25,2/10/12,32.47,3.64,17655.4,5620.25,12.82,16909.35,6645.05,213.1186138,6.961,TRUE
25,2/17/12,32.23,3.695,25926.69,9583.33,1,8768.42,6263.7,213.2732106,6.961,FALSE
25,2/24/12,35.51,3.739,10504.05,7242.9,NA,5556.78,3596.69,213.4725116,6.961,FALSE
25,3/2/12,36.01,3.816,14860.09,3050.12,21.38,12085.01,1327.97,213.6718127,6.961,FALSE
25,3/9/12,37.44,3.848,11412.9,944.64,0.7,13264.83,3951.01,213.8711137,6.961,FALSE
25,3/16/12,50.64,3.862,5366.06,185.14,4.18,845.05,1221.53,214.0167132,6.961,FALSE
25,3/23/12,62.7,3.9,3406.88,247.61,0.93,2689.25,1301.78,214.0907105,6.961,FALSE
25,3/30/12,47.92,3.953,10660.1,225.11,1.5,2560.04,4748.1,214.1647079,6.961,FALSE
25,4/6/12,44.73,3.996,10782.56,NA,25.79,1973.99,4389.28,214.2387053,7.139,FALSE
25,4/13/12,42.46,4.044,5432.06,4239.57,8.35,789.18,1044.74,214.3127027,7.139,FALSE
25,4/20/12,57.1,4.027,4862.43,2190.68,9.16,787.22,2870.05,214.3675045,7.139,FALSE
25,4/27/12,44.2,4.004,4318.51,5.24,5.83,62.58,1828.28,214.4223063,7.139,FALSE
25,5/4/12,58.76,3.951,7221.1,NA,112.95,2512.32,1777.09,214.4771081,7.139,FALSE
25,5/11/12,59.21,3.889,16186.46,NA,23.05,4625.4,2037.11,214.5319099,7.139,FALSE
25,5/18/12,58.21,3.848,7191.69,NA,1.7,640.51,1793.42,214.5485571,7.139,FALSE
25,5/25/12,67.69,3.798,5154.82,NA,391.45,1581.91,2164.96,214.5499425,7.139,FALSE
25,6/1/12,69.54,3.742,6667.97,38.4,40.85,544.94,2765.31,214.5513278,7.139,FALSE
25,6/8/12,58.48,3.689,9024.73,207.4,64.04,2897.69,4748.56,214.5527132,7.139,FALSE
25,6/15/12,68.34,3.62,5987.75,147.2,100.04,1735.9,3500.18,214.5653243,7.139,FALSE
25,6/22/12,73.52,3.564,9127.63,467.6,30.29,3543.14,5417.88,214.606,7.139,FALSE
25,6/29/12,69.84,3.506,3374.98,537.8,NA,712.78,1992.95,214.6466757,7.139,FALSE
25,7/6/12,75.52,3.475,7926.21,399.7,40.32,4541.86,4619.98,214.6873514,7.28,FALSE
25,7/13/12,73.87,3.523,7262.73,45.6,18.01,1803.13,1354.39,214.728027,7.28,FALSE
25,7/20/12,74.32,3.567,4170.08,227.91,14.1,3456.58,2629.71,214.7331351,7.28,FALSE
25,7/27/12,72.98,3.647,6287.52,582.48,2.07,2505.39,1521.67,214.7382432,7.28,FALSE
25,8/3/12,72.08,3.654,14653.91,1155.02,13.07,10978.83,2021.96,214.7433514,7.28,FALSE
25,8/10/12,71.93,3.722,21796.09,67.99,5.1,14696.25,3555.23,214.7484595,7.28,FALSE
25,8/17/12,66.99,3.807,7258.16,2.2,0.6,4015.19,780.22,214.825578,7.28,FALSE
25,8/24/12,64.53,3.834,7693.13,69.6,50,2360.4,3561.61,214.9567044,7.28,FALSE
25,8/31/12,68.55,3.867,11407.22,15.4,68.64,3827.68,2540.33,215.0878309,7.28,FALSE
25,9/7/12,72.79,3.911,15308.07,0,22.06,5643.24,1903.09,215.2189573,7.28,TRUE
25,9/14/12,60.9,3.948,6748.95,NA,3.15,968.4,6124.49,215.3583757,7.28,FALSE
25,9/21/12,57.6,4.038,7709.27,17.82,61.88,802.77,8294.38,215.5475459,7.28,FALSE
25,9/28/12,54.52,3.997,5110.78,11,10.66,149.01,3098.09,215.7367162,7.28,FALSE
25,10/5/12,57.58,3.985,5884.18,NA,3.27,3357.56,1343.85,215.9258865,7.293,FALSE
25,10/12/12,43.74,4,4284.26,NA,11.59,1227.84,1959.27,216.1150568,7.293,FALSE
25,10/19/12,51.93,3.969,3121.82,NA,21.48,136.45,3412.8,216.1464699,7.293,FALSE
25,10/26/12,56.69,3.882,4805.66,84.19,NA,1073.49,730.76,216.1515902,7.293,FALSE
25,11/2/12,40.83,3.787,12435.08,16493.02,55.19,1165.36,1144.39,216.1567105,7.293,FALSE
25,11/9/12,34.59,3.771,8241.47,4602.35,140.59,2798.74,2750.2,216.1618309,7.293,FALSE
25,11/16/12,42.75,3.75,5239.56,817.6,36.04,1090.69,2570.57,216.1829378,7.293,FALSE
25,11/23/12,40.33,3.748,1806.23,NA,77269.3,372.64,1083.64,216.2253604,7.293,TRUE
25,11/30/12,31.96,3.729,1885.29,NA,7493.9,100.06,3974.29,216.2677829,7.293,FALSE
25,12/7/12,44.84,3.688,5924.01,NA,164,2095.22,5744.1,216.3102054,7.293,FALSE
25,12/14/12,37.79,3.637,4038.03,NA,30,224.53,1682.92,216.3629276,7.293,FALSE
25,12/21/12,39.12,3.577,3376.28,NA,177,72.01,269.3,216.4774481,7.293,FALSE
25,12/28/12,27.55,3.563,11458.67,23102.07,60,330.69,1423.39,216.5919686,7.293,TRUE
26,1/6/12,22.94,3.439,3352.77,17442.27,117.1,468.31,6344.32,136.698129,7.467,FALSE
26,1/13/12,25.55,3.523,2153.82,6050.57,62.24,275.03,2511.4,136.753,7.467,FALSE
26,1/20/12,15.22,3.542,1673.31,3004.75,27.82,153.3,2092.05,136.8564194,7.467,FALSE
26,1/27/12,24.16,3.568,812.2,1267.64,32.5,13.76,1914.38,136.9598387,7.467,FALSE
26,2/3/12,25.24,3.633,35421.34,1596.92,74.14,20234.78,6541.84,137.0632581,7.467,FALSE
26,2/10/12,23.89,3.655,5858.94,2569.2,13.42,5936.74,5874.01,137.1666774,7.467,TRUE
26,2/17/12,23.9,3.703,11524.93,6005.06,1.04,3417.87,7086.22,137.2583103,7.467,FALSE
26,2/24/12,28.06,3.751,7373.92,5211.81,3.2,2716.45,4114.28,137.3411034,7.467,FALSE
26,3/2/12,22.49,3.827,20215.36,1400.8,7.35,15485.84,2581.11,137.4238966,7.467,FALSE
26,3/9/12,29.03,3.876,4540.15,480.42,1.98,387.57,3900.33,137.5066897,7.467,FALSE
26,3/16/12,35.06,3.867,6977.12,161,3.99,1535.17,2084.52,137.5843871,7.467,FALSE
26,3/23/12,49.97,3.889,4336.7,150.86,4.59,199.78,2239.64,137.6552903,7.467,FALSE
26,3/30/12,33.33,3.921,8827.14,169.73,12.75,981.6,3196.41,137.7261935,7.467,FALSE
26,4/6/12,33.35,3.957,8674.08,NA,33.85,1128.16,3852.6,137.7970968,7.489,FALSE
26,4/13/12,36.9,4.025,3766.78,2941.14,24.34,1103.96,2536.7,137.868,7.489,FALSE
26,4/20/12,50.81,4.046,3275.87,865.21,36.58,154.69,3169.48,137.9230667,7.489,FALSE
26,4/27/12,43.6,4.023,1946.7,32.65,21.62,24.1,2152.4,137.9781333,7.489,FALSE
26,5/4/12,40.29,3.991,11484.78,NA,78.04,2449.14,2488.39,138.0332,7.489,FALSE
26,5/11/12,47.11,3.947,8655.96,NA,108.57,842.81,2803.07,138.0882667,7.489,FALSE
26,5/18/12,52.55,3.899,6622.21,NA,45.9,550.47,2648.76,138.1065806,7.489,FALSE
26,5/25/12,58.2,3.85,7166.44,NA,240.75,1942.28,2272.3,138.1101935,7.489,FALSE
26,6/1/12,58.51,3.798,4810.9,3,110.44,662.3,2964.12,138.1138065,7.489,FALSE
26,6/8/12,49.43,3.746,7908.98,54.6,16.57,689.29,4172.84,138.1174194,7.489,FALSE
26,6/15/12,57.84,3.683,5833.29,153.8,254.03,851.83,3785.07,138.1295333,7.489,FALSE
26,6/22/12,63.04,3.629,5543.88,372,103.99,1901.89,6556.54,138.1629,7.489,FALSE
26,6/29/12,60.71,3.577,3441.05,274,NA,256.82,2456.02,138.1962667,7.489,FALSE
26,7/6/12,64.94,3.538,4894.97,230,19.39,3309.33,5437.93,138.2296333,7.405,FALSE
26,7/13/12,64.47,3.561,6894.41,72.3,3.5,1114.8,1415.15,138.263,7.405,FALSE
26,7/20/12,66.75,3.61,3072.39,35.8,13.8,1032.75,3437.32,138.2331935,7.405,FALSE
26,7/27/12,64.12,3.701,3025.97,112.64,2.6,376.52,1155.13,138.2033871,7.405,FALSE
26,8/3/12,65.6,3.698,28330,49.21,42.09,8478.97,3544.06,138.1735806,7.405,FALSE
26,8/10/12,67.01,3.772,5732.23,17.6,6.45,1524.63,2439.95,138.1437742,7.405,FALSE
26,8/17/12,65.54,3.84,2430.95,16,5.54,829.7,3038.77,138.1857097,7.405,FALSE
26,8/24/12,62.08,3.874,4507.08,33.6,149.46,1866.46,4685.63,138.2814516,7.405,FALSE
26,8/31/12,63.69,3.884,13118.17,3.4,86.31,2176.09,2555.38,138.3771935,7.405,FALSE
26,9/7/12,61.58,3.921,4133.77,6,72.78,526.42,3514.48,138.4729355,7.405,TRUE
26,9/14/12,57.69,3.988,7606.73,NA,22.66,368.91,9072.93,138.5673,7.405,FALSE
26,9/21/12,52.68,4.056,6916.18,3.82,NA,228.31,7025.39,138.6534,7.405,FALSE
26,9/28/12,50.66,4.018,2409.15,7.64,0.22,1016.11,2465.17,138.7395,7.405,FALSE
26,10/5/12,54.07,4.027,3140.4,NA,3.24,1333.43,3283.83,138.8256,7.138,FALSE
26,10/12/12,45.19,4.029,1269.8,NA,15.38,317.73,7746.76,138.9117,7.138,FALSE
26,10/19/12,43.51,4,1697.09,NA,2.64,106.35,2481.19,138.8336129,7.138,FALSE
26,10/26/12,46.95,3.917,1827.16,35.87,50,478.93,2088.65,138.7281613,7.138,FALSE
26,11/2/12,48.67,3.817,6408.11,8616.07,51.82,1288.17,2064.51,138.6227097,7.138,FALSE
26,11/9/12,32.72,3.792,4842.66,3083.37,27.52,274.07,3595.5,138.5172581,7.138,FALSE
26,11/16/12,38.23,3.754,4476,180.34,34.86,492.43,3675.31,138.4473,7.138,FALSE
26,11/23/12,33.94,3.727,678.1,NA,71089.48,139.85,2013.47,138.4246667,7.138,TRUE
26,11/30/12,24.71,3.713,4331.03,NA,4113.3,160.46,6337.07,138.4020333,7.138,FALSE
26,12/7/12,32.26,3.679,5567.74,NA,118.49,864.65,6752.49,138.3794,7.138,FALSE
26,12/14/12,30.62,3.639,3134.08,NA,41,82.32,2455.24,138.3685484,7.138,FALSE
26,12/21/12,29.43,3.574,3785.58,11,112.01,22.19,2073,138.4283871,7.138,FALSE
26,12/28/12,23.73,3.56,6947.56,22671.67,259.93,27.44,1259.96,138.4882258,7.138,TRUE
27,1/6/12,35.8,3.585,9235.59,29675.22,526.36,2399.37,6290.52,140.6461359,8.009,FALSE
27,1/13/12,41.3,3.666,8081.05,16237.87,542.46,643.15,6238.31,140.7048214,8.009,FALSE
27,1/20/12,30.35,3.705,2754.17,9280.81,465.77,2567.91,1550.34,140.8086118,8.009,FALSE
27,1/27/12,36.96,3.737,2789.03,4172.39,589.24,101.5,3857.29,140.9124021,8.009,FALSE
27,2/3/12,42.52,3.796,62172.73,6256,530.81,67474.85,6129.6,141.0161924,8.009,FALSE
27,2/10/12,37.86,3.826,15591.32,6206.22,249.82,14000.53,8024.91,141.1199827,8.009,TRUE
27,2/17/12,37.24,3.874,14655.15,10670.84,162.82,11286.99,1595.8,141.2140357,8.009,FALSE
27,2/24/12,41.74,3.917,16993.22,13384.32,9.6,8237.33,9045.21,141.3007857,8.009,FALSE
27,3/2/12,40.07,3.983,28652.29,3088.37,109.25,35364.08,4464.45,141.3875357,8.009,FALSE
27,3/9/12,44.32,4.021,14171.85,917.3,2.2,3614.57,4582.1,141.4742857,8.009,FALSE
27,3/16/12,49.6,4.021,7275.48,175.65,2.96,5193.68,2366.04,141.55478,8.009,FALSE
27,3/23/12,57.3,4.054,4142.06,506.34,5.17,917.38,3467.03,141.6269332,8.009,FALSE
27,3/30/12,49.4,4.098,12705.56,180.11,7.59,2943.99,3495.93,141.6990864,8.009,FALSE
27,4/6/12,48.73,4.143,10800.82,NA,101.35,3079.87,5692.72,141.7712396,8.253,FALSE
27,4/13/12,52.22,4.187,5139.48,4770.63,53.84,1532.47,4176.9,141.8433929,8.253,FALSE
27,4/20/12,62.62,4.17,12507.63,2681.1,99.95,1433.43,3244.98,141.9015262,8.253,FALSE
27,4/27/12,52.33,4.163,6408.19,901.65,58.56,51.97,2182.32,141.9596595,8.253,FALSE
27,5/4/12,53.68,4.124,19913.55,NA,213.38,5895.46,4687.08,142.0177929,8.253,FALSE
27,5/11/12,58.97,4.055,10864.63,NA,244.98,2261.45,2840.03,142.0759262,8.253,FALSE
27,5/18/12,65.15,4.029,13340.68,NA,222.2,2225.5,2346.31,142.0970115,8.253,FALSE
27,5/25/12,64.77,3.979,11465.8,NA,380.15,2173.31,4183.07,142.1032776,8.253,FALSE
27,6/1/12,73.4,3.915,10283.49,31.2,245.41,4069.79,2775.35,142.1095438,8.253,FALSE
27,6/8/12,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,FALSE
27,6/15/12,69.52,3.786,9943.48,614.9,15,3382.44,6779.57,142.1292548,8.253,FALSE
27,6/22/12,73.23,3.722,9510.17,821.5,7.98,3928.13,6054.38,142.1606464,8.253,FALSE
27,6/29/12,73.94,3.667,7582.01,585.9,NA,1019.28,3522.11,142.1920381,8.253,FALSE
27,7/6/12,82.08,3.646,12579,303.6,217.95,8280.23,7999.22,142.2234298,8.239,FALSE
27,7/13/12,78.95,3.689,7264.26,219.2,31.1,4489.18,3102.22,142.2548214,8.239,FALSE
27,7/20/12,78.64,3.732,10835.89,164.46,21.51,3314.7,7302.33,142.2337569,8.239,FALSE
27,7/27/12,76.01,3.82,8698.49,289.37,5.28,12205.87,3358.94,142.2126924,8.239,FALSE
27,8/3/12,75.22,3.819,39317.03,194.67,64.32,25462.22,3161.43,142.1916279,8.239,FALSE
27,8/10/12,78.44,3.863,5892.89,148.66,14.01,4147.47,5611.07,142.1705634,8.239,FALSE
27,8/17/12,76.51,3.963,4017.25,33.65,6.2,1753.64,6783.58,142.2157385,8.239,FALSE
27,8/24/12,72.93,3.997,4757.01,85.3,371.06,3090.86,8212.53,142.3105933,8.239,FALSE
27,8/31/12,75,4.026,25371.97,59.81,276.58,6582.38,5400.13,142.4054482,8.239,FALSE
27,9/7/12,76,4.076,18992.1,56.16,118.16,4511.15,7235.18,142.500303,8.239,TRUE
27,9/14/12,68.72,4.088,17121.4,17.82,18.5,2384.18,4270.34,142.5938833,8.239,FALSE
27,9/21/12,66.1,4.203,18287.65,63.82,677.64,6039.37,3359.1,142.6798167,8.239,FALSE
27,9/28/12,64.92,4.158,26306.03,39.82,55.24,11296.93,12954.12,142.76575,8.239,FALSE
27,10/5/12,64.5,4.151,16670.04,NA,40.02,5385.32,6733.38,142.8516833,8,FALSE
27,10/12/12,55.4,4.186,2177.62,NA,7.22,863.01,7931.82,142.9376167,8,FALSE
27,10/19/12,56.53,4.153,2639.32,NA,4.77,575.48,3147.23,142.8633629,8,FALSE
27,10/26/12,58.99,4.071,7756.75,206.45,100,731.23,2174.84,142.7624113,8,FALSE
27,11/2/12,54.44,3.97,13125.35,13340.62,32.81,6669.47,718.46,142.6614597,8,FALSE
27,11/9/12,41.06,3.947,7490.34,20667.93,204.5,693.02,2912.62,142.5605081,8,FALSE
27,11/16/12,46.66,3.942,13377.23,5391.57,209.27,1851.81,4613.77,142.4928071,8,FALSE
27,11/23/12,43.63,3.978,3706.65,23.98,94432.21,588.15,6938.6,142.4694405,8,TRUE
27,11/30/12,38.95,3.966,3865.29,8.98,9084.53,102.38,13208.03,142.4460738,8,FALSE
27,12/7/12,44.13,3.92,6831.83,NA,368.29,2410.23,13504.05,142.4227071,8,FALSE
27,12/14/12,43.87,3.869,3170.43,NA,231,19.88,6252.08,142.411735,8,FALSE
27,12/21/12,43.65,3.816,4615.76,68.96,81.36,79.48,541.09,142.4751302,8,FALSE
27,12/28/12,36.05,3.785,6032.37,31849.81,373.32,191.69,4961.75,142.5385253,8,TRUE
28,1/6/12,50.43,3.599,5155.86,19549.51,218.29,636.73,5218.5,130.1575161,12.187,FALSE
28,1/13/12,48.07,3.657,4649.73,1843.24,45.3,869.64,7935.42,130.244,12.187,FALSE
28,1/20/12,46.2,3.66,5177.01,1280.59,23.75,716.52,6009.03,130.2792258,12.187,FALSE
28,1/27/12,50.43,3.675,1657.67,887,30.97,222.42,4291.52,130.3144516,12.187,FALSE
28,2/3/12,50.58,3.702,44998.1,3682.17,182.6,39241.63,16008.79,130.3496774,12.187,FALSE
28,2/10/12,52.27,3.722,20097.48,2774.5,66.42,16822.46,8228.86,130.3849032,12.187,TRUE
28,2/17/12,51.8,3.781,20868.41,6880.29,7.84,7685.11,11114.94,130.4546207,12.187,FALSE
28,2/24/12,53.13,3.95,9687.54,3338.06,NA,847.07,6736.61,130.5502069,12.187,FALSE
28,3/2/12,52.27,4.178,23765.08,872.4,3.5,12645.96,4736.14,130.6457931,12.187,FALSE
28,3/9/12,54.54,4.25,11431.91,101.02,6.93,2060.55,9332.74,130.7413793,12.187,FALSE
